Unnamed: 0,Название СТЕ,ОКПД-2
811,металлическийскладскойстеллажст-300(настилфанера),31.09.11.120
812,шкафkad-14,31.01.11.122
813,"стеллажст-1502000х1000х600мм5полок,150кгнаполку",31.09.11.130
814,"шкафархивныйnl,1860х850х400мм",31.01.11.122
815,"стеллажст-1502000х1000х4006полок,150кгнаполку",31.09.11.130
816,"образовательныеуслугиподополнительнойпрофессиональнойпрограммеповышенияквалификации«создание,предоставлениеиподдержкаит-услуг»",85.31.11.000
817,оказаниеуслугпопредоставлениювозможностисвязатьсяссоискателями,63.12.10.000
818,предоставлениеонлайндоступакбазеданных«деловаябиблиотекаальпинадиджитал»,58.29.50.000
819,пультоваяохранаитехническоеобслуживаниекомплексатехническихсредствохраны,80.20.10.000
820,"повышениеквалификациипопрограмме""основыуправленияит-услугами""",85.42.19.900
821,"оказаниеобразовательныхуслугподополнительнымпрофессиональнымпрограммамповышенияквалификациивсфереинтеллектуальнойсобственности,большихданных,договорногоправа",85.42.19.900
822,правоиспользованияданных,58.29.50.000
823,"оказаниеуслугпопредоставлениюонлайндоступакбазеданных""бонниислайд""",63.99.10.190
824,папка-планшетсзажимомattachea4черная,22.29.25.000
825,скоросшивательпластиковыйa4attacheсиний10шт/упроссия,22.29.25.000
826,клейкиезакладкипласт.5цв.по20л.12ммх45attache'030951023,22.29.25.000
827,"папкаархивнаяскладнаяattache,120мм,красный",17.23.13.193
828,"магнитныйдержательдлядосокattacheдиам.30мм,6шт/уп",32.99.53.130
829,"текстовыделитель""attache""зеленый(толщиналинии1-3.9мм)",32.99.12.120
830,"файл-вкладышattacheэлементариа445мкм,100шт",22.29.25.000
831,ножницыattache169ммспластиковымипрорезиненнымианатомическимиручкамичерного/зеленогоцвета,25.71.11.120
832,"папка-регистратормрамор,80ммэлементари,метуголк.,бум./бум.,черн",17.23.13.193
833,"штампсамонаборныйпласт.6/4стр.pr.c40-set-f59х23рам.(ан.4913/db,4929/",32.99.16.120
834,"лотокгоризонтальныйдлябумагbrauberg""basic"",а4(360х270х75мм),спазами,сетчатый,черный",22.29.25.000
835,линейкакомус20смпластиковаячерная,26.51.33.141
